,ID,JSON_String,JSON_Dict,time_of_day,reason,vehicles
121,104871776,"{'time_of_day': 'night', 'reason': 'Collision', 'vehicles': ['Car', 'Car', 'Special Vehicle']}","{'time_of_day': 'night', 'reason': 'Collision', 'vehicles': ['Car', 'Car', 'Special Vehicle']}",night,Collision,"['Car', 'Car', 'Special Vehicle']"
122,104150875,"{'time_of_day': 'NA', 'reason': 'Negligence', 'vehicles': ['Car', 'Car', 'Special Vehicle']}","{'time_of_day': 'NA', 'reason': 'Negligence', 'vehicles': ['Car', 'Car', 'Special Vehicle']}",NA,Negligence,"['Car', 'Car', 'Special Vehicle']"
123,104688499,"{'time_of_day': 'night', 'reason': 'External influences', 'vehicles': ['Car', 'Special Vehicle']}","{'time_of_day': 'night', 'reason': 'External influences', 'vehicles': ['Car', 'Special Vehicle']}",night,External influences,"['Car', 'Special Vehicle']"
124,107760066,"{'time_of_day': 'NA', 'reason': 'NA', 'vehicles': ['NA']}","{'time_of_day': 'NA', 'reason': 'NA', 'vehicles': ['NA']}",NA,NA,['NA']
125,107737158,"{'time_of_day': 'evening', 'reason': 'External influences', 'vehicles': ['Car', 'Car']}","{'time_of_day': 'evening', 'reason': 'External influences', 'vehicles': ['Car', 'Car']}",evening,External influences,"['Car', 'Car']"
126,107394575,"{'time_of_day': 'NA', 'reason': 'External influences', 'vehicles': ['Car', 'Commercial Vehicle', 'Special Vehicle']}","{'time_of_day': 'NA', 'reason': 'External influences', 'vehicles': ['Car', 'Commercial Vehicle', 'Special Vehicle']}",NA,External influences,"['Car', 'Commercial Vehicle', 'Special Vehicle']"
127,107611628,"{'time_of_day': 'morning', 'reason': 'Collision', 'vehicles': ['Car', 'Special Vehicle']}","{'time_of_day': 'morning', 'reason': 'Collision', 'vehicles': ['Car', 'Special Vehicle']}",morning,Collision,"['Car', 'Special Vehicle']"
128,105181318,"{'time_of_day': 'morning', 'reason': 'Driving Under Influence', 'vehicles': ['Car']}","{'time_of_day': 'morning', 'reason': 'Driving Under Influence', 'vehicles': ['Car']}",morning,Driving Under Influence,['Car']
129,107857454,"{'time_of_day': 'NA', 'reason': 'External influences', 'vehicles': ['Car']}","{'time_of_day': 'NA', 'reason': 'External influences', 'vehicles': ['Car']}",NA,External influences,['Car']
130,104170598,"{'time_of_day': 'morning', 'reason': 'External influences', 'vehicles': ['Car', 'Commercial Vehicle']}","{'time_of_day': 'morning', 'reason': 'External influences', 'vehicles': ['Car', 'Commercial Vehicle']}",morning,External influences,"['Car', 'Commercial Vehicle']"
131,105161212,"{'time_of_day': 'night', 'reason': 'Collision', 'vehicles': ['Car']}","{'time_of_day': 'night', 'reason': 'Collision', 'vehicles': ['Car']}",night,Collision,['Car']
132,107705553,"{'time_of_day': 'NA', 'reason': 'External influences', 'vehicles': ['Car']}","{'time_of_day': 'NA', 'reason': 'External influences', 'vehicles': ['Car']}",NA,External influences,['Car']
133,107394680,"{'time_of_day': 'NA', 'reason': 'External influences', 'vehicles': ['Special Vehicle', 'Two-Wheeler']}","{'time_of_day': 'NA', 'reason': 'External influences', 'vehicles': ['Special Vehicle', 'Two-Wheeler']}",NA,External influences,"['Special Vehicle', 'Two-Wheeler']"
134,105139265,"{'time_of_day': 'afternoon', 'reason': 'Collision', 'vehicles': ['Car', 'Commercial Vehicle']}","{'time_of_day': 'afternoon', 'reason': 'Collision', 'vehicles': ['Car', 'Commercial Vehicle']}",afternoon,Collision,"['Car', 'Commercial Vehicle']"
135,105136214,"{'time_of_day': 'night', 'reason': 'Negligence', 'vehicles': ['Car', 'Special Vehicle']}","{'time_of_day': 'night', 'reason': 'Negligence', 'vehicles': ['Car', 'Special Vehicle']}",night,Negligence,"['Car', 'Special Vehicle']"
136,105437394,"{'time_of_day': 'night', 'reason': 'Negligence', 'vehicles': ['Car']}","{'time_of_day': 'night', 'reason': 'Negligence', 'vehicles': ['Car']}",night,Negligence,['Car']
137,107806368,"{'time_of_day': 'afternoon', 'reason': 'External influences', 'vehicles': ['Two-Wheeler', 'Two-Wheeler', 'Car', 'Commercial Vehicle']}","{'time_of_day': 'afternoon', 'reason': 'External influences', 'vehicles': ['Two-Wheeler', 'Two-Wheeler', 'Car', 'Commercial Vehicle']}",afternoon,External influences,"['Two-Wheeler', 'Two-Wheeler', 'Car', 'Commercial Vehicle']"
138,105519140,"{'time_of_day': 'NA', 'reason': 'Collision', 'vehicles': ['Car']}","{'time_of_day': 'NA', 'reason': 'Collision', 'vehicles': ['Car']}",NA,Collision,['Car']
139,107795332,"{'time_of_day': 'NA', 'reason': 'NA', 'vehicles': ['Car']}","{'time_of_day': 'NA', 'reason': 'NA', 'vehicles': ['Car']}",NA,NA,['Car']
140,105025315,"{'time_of_day': 'NA', 'reason': 'Collision', 'vehicles': ['Car', 'Special Vehicle']}","{'time_of_day': 'NA', 'reason': 'Collision', 'vehicles': ['Car', 'Special Vehicle']}",NA,Collision,"['Car', 'Special Vehicle']"
141,103819367,"{'time_of_day': 'NA', 'reason': 'Collision', 'vehicles': ['Car']}","{'time_of_day': 'NA', 'reason': 'Collision', 'vehicles': ['Car']}",NA,Collision,['Car']
142,105001507,"{'time_of_day': 'night', 'reason': 'Negligence', 'vehicles': ['Car', 'Commercial Vehicle']}","{'time_of_day': 'night', 'reason': 'Negligence', 'vehicles': ['Car', 'Commercial Vehicle']}",night,Negligence,"['Car', 'Commercial Vehicle']"
143,107768105,"{'time_of_day': 'NA', 'reason': 'External influences', 'vehicles': ['Car']}","{'time_of_day': 'NA', 'reason': 'External influences', 'vehicles': ['Car']}",NA,External influences,['Car']
144,107927629,"{'time_of_day': 'morning', 'reason': 'Negligence', 'vehicles': ['Car']}","{'time_of_day': 'morning', 'reason': 'Negligence', 'vehicles': ['Car']}",morning,Negligence,['Car']
145,103920755,{},{},,,
146,107593591,"{'time_of_day': 'NA', 'reason': 'Negligence', 'vehicles': ['Car']}","{'time_of_day': 'NA', 'reason': 'Negligence', 'vehicles': ['Car']}",NA,Negligence,['Car']
147,107737725,"{'time_of_day': 'evening', 'reason': 'External influences', 'vehicles': ['Car']}","{'time_of_day': 'evening', 'reason': 'External influences', 'vehicles': ['Car']}",evening,External influences,['Car']
148,107589866,"{'time_of_day': 'NA', 'reason': 'NA', 'vehicles': ['Car', 'Two-Wheeler']}","{'time_of_day': 'NA', 'reason': 'NA', 'vehicles': ['Car', 'Two-Wheeler']}",NA,NA,"['Car', 'Two-Wheeler']"
149,103769812,"{'time_of_day': 'evening', 'reason': 'Collision', 'vehicles': ['Car']}","{'time_of_day': 'evening', 'reason': 'Collision', 'vehicles': ['Car']}",evening,Collision,['Car']
150,103569372,"{'time_of_day': 'morning', 'reason': 'Collision', 'vehicles': ['Car']}","{'time_of_day': 'morning', 'reason': 'Collision', 'vehicles': ['Car']}",morning,Collision,['Car']
151,104285648,"{'time_of_day': 'night', 'reason': 'External influences', 'vehicles': ['Car']}","{'time_of_day': 'night', 'reason': 'External influences', 'vehicles': ['Car']}",night,External influences,['Car']
152,107196503,"{'time_of_day': 'NA', 'reason': 'Speed', 'vehicles': ['Two-Wheeler', 'Car']}","{'time_of_day': 'NA', 'reason': 'Speed', 'vehicles': ['Two-Wheeler', 'Car']}",NA,Speed,"['Two-Wheeler', 'Car']"
153,107394885,"{'time_of_day': 'evening', 'reason': 'Collision', 'vehicles': ['Two-Wheeler', 'Car']}","{'time_of_day': 'evening', 'reason': 'Collision', 'vehicles': ['Two-Wheeler', 'Car']}",evening,Collision,"['Two-Wheeler', 'Car']"
154,104254210,"{'time_of_day': 'evening', 'reason': 'Negligence', 'vehicles': ['Car']}","{'time_of_day': 'evening', 'reason': 'Negligence', 'vehicles': ['Car']}",evening,Negligence,['Car']
155,105023722,"{'time_of_day': 'morning', 'reason': 'Speed', 'vehicles': ['Car']}","{'time_of_day': 'morning', 'reason': 'Speed', 'vehicles': ['Car']}",morning,Speed,['Car']
156,107375489,"{'time_of_day': 'morning', 'reason': 'Speed', 'vehicles': ['Car']}","{'time_of_day': 'morning', 'reason': 'Speed', 'vehicles': ['Car']}",morning,Speed,['Car']
157,104806595,"{'time_of_day': 'night', 'reason': 'External influences', 'vehicles': ['Car']}","{'time_of_day': 'night', 'reason': 'External influences', 'vehicles': ['Car']}",night,External influences,['Car']
158,103590240,"{'time_of_day': 'morning', 'reason': 'Driving Under Influence', 'vehicles': ['Car']}","{'time_of_day': 'morning', 'reason': 'Driving Under Influence', 'vehicles': ['Car']}",morning,Driving Under Influence,['Car']
159,107508146,"{'time_of_day': 'morning', 'reason': 'Collision', 'vehicles': ['Two-Wheeler', 'Car']}","{'time_of_day': 'morning', 'reason': 'Collision', 'vehicles': ['Two-Wheeler', 'Car']}",morning,Collision,"['Two-Wheeler', 'Car']"
160,107022932,"{'time_of_day': 'NA', 'reason': 'Negligence', 'vehicles': ['Car', 'Commercial Vehicle']}","{'time_of_day': 'NA', 'reason': 'Negligence', 'vehicles': ['Car', 'Commercial Vehicle']}",NA,Negligence,"['Car', 'Commercial Vehicle']"
161,107643562,"{'time_of_day': 'NA', 'reason': 'Collision', 'vehicles': ['Car']}","{'time_of_day': 'NA', 'reason': 'Collision', 'vehicles': ['Car']}",NA,Collision,['Car']
162,104770400,"{'time_of_day': 'NA', 'reason': 'NA', 'vehicles': ['Car']}","{'time_of_day': 'NA', 'reason': 'NA', 'vehicles': ['Car']}",NA,NA,['Car']
163,106059710,"{'time_of_day': 'NA', 'reason': 'Driving Under Influence', 'vehicles': ['Car']}","{'time_of_day': 'NA', 'reason': 'Driving Under Influence', 'vehicles': ['Car']}",NA,Driving Under Influence,['Car']
164,103446999,"{'time_of_day': 'morning', 'reason': 'Collision', 'vehicles': ['Car', 'Commercial Vehicle']}","{'time_of_day': 'morning', 'reason': 'Collision', 'vehicles': ['Car', 'Commercial Vehicle']}",morning,Collision,"['Car', 'Commercial Vehicle']"
165,106992031,{},{},,,
166,103423798,"{'time_of_day': 'morning', 'reason': 'Speed', 'vehicles': ['Car', 'Commercial Vehicle']}","{'time_of_day': 'morning', 'reason': 'Speed', 'vehicles': ['Car', 'Commercial Vehicle']}",morning,Speed,"['Car', 'Commercial Vehicle']"
167,104893507,"{'time_of_day': 'NA', 'reason': 'NA', 'vehicles': ['Car', 'Commercial Vehicle']}","{'time_of_day': 'NA', 'reason': 'NA', 'vehicles': ['Car', 'Commercial Vehicle']}",NA,NA,"['Car', 'Commercial Vehicle']"
168,103198639,"{'time_of_day': 'night', 'reason': 'External influences', 'vehicles': ['Car']}","{'time_of_day': 'night', 'reason': 'External influences', 'vehicles': ['Car']}",night,External influences,['Car']
169,104246222,"{'time_of_day': 'night', 'reason': 'Driving Under Influence', 'vehicles': ['Car', 'Two-Wheeler', 'Two-Wheeler']}","{'time_of_day': 'night', 'reason': 'Driving Under Influence', 'vehicles': ['Car', 'Two-Wheeler', 'Two-Wheeler']}",night,Driving Under Influence,"['Car', 'Two-Wheeler', 'Two-Wheeler']"
170,107978184,"{'time_of_day': 'morning', 'reason': 'External influences', 'vehicles': ['Car', 'Car']}","{'time_of_day': 'morning', 'reason': 'External influences', 'vehicles': ['Car', 'Car']}",morning,External influences,"['Car', 'Car']"
171,104673452,"{'time_of_day': 'NA', 'reason': 'NA', 'vehicles': ['Car']}","{'time_of_day': 'NA', 'reason': 'NA', 'vehicles': ['Car']}",NA,NA,['Car']
172,107593449,"{'time_of_day': 'evening', 'reason': 'Collision', 'vehicles': ['Car', 'Two-Wheeler']}","{'time_of_day': 'evening', 'reason': 'Collision', 'vehicles': ['Car', 'Two-Wheeler']}",evening,Collision,"['Car', 'Two-Wheeler']"
173,104200472,"{'time_of_day': 'NA', 'reason': 'External influences', 'vehicles': ['Car', 'Car', 'Special Vehicle']}","{'time_of_day': 'NA', 'reason': 'External influences', 'vehicles': ['Car', 'Car', 'Special Vehicle']}",NA,External influences,"['Car', 'Car', 'Special Vehicle']"
174,107065390,"{'time_of_day': ['morning', 'afternoon', 'evening', 'afternoon'], 'reason': ['Collision', 'Collision', 'Collision'], 'vehicles': ['Car', 'Two-Wheeler', 'Special Vehicle']}","{'time_of_day': ['morning', 'afternoon', 'evening', 'afternoon'], 'reason': ['Collision', 'Collision', 'Collision'], 'vehicles': ['Car', 'Two-Wheeler', 'Special Vehicle']}","['morning', 'afternoon', 'evening', 'afternoon']","['Collision', 'Collision', 'Collision']","['Car', 'Two-Wheeler', 'Special Vehicle']"
175,105554447,"{'time_of_day': 'night', 'reason': 'Negligence', 'vehicles': ['Car', 'Two-Wheeler']}","{'time_of_day': 'night', 'reason': 'Negligence', 'vehicles': ['Car', 'Two-Wheeler']}",night,Negligence,"['Car', 'Two-Wheeler']"
176,107588823,"{'time_of_day': 'afternoon', 'reason': 'Negligence', 'vehicles': ['Commercial Vehicle', 'Car', 'Car']}","{'time_of_day': 'afternoon', 'reason': 'Negligence', 'vehicles': ['Commercial Vehicle', 'Car', 'Car']}",afternoon,Negligence,"['Commercial Vehicle', 'Car', 'Car']"
177,103320789,"{'time_of_day': 'night', 'reason': 'Collision', 'vehicles': ['Car', 'Commercial Vehicle']}","{'time_of_day': 'night', 'reason': 'Collision', 'vehicles': ['Car', 'Commercial Vehicle']}",night,Collision,"['Car', 'Commercial Vehicle']"
178,104316306,"{'time_of_day': 'morning', 'reason': 'Collision', 'vehicles': ['Car', 'Commercial Vehicle']}","{'time_of_day': 'morning', 'reason': 'Collision', 'vehicles': ['Car', 'Commercial Vehicle']}",morning,Collision,"['Car', 'Commercial Vehicle']"
179,103449178,"{'time_of_day': 'morning', 'reason': 'Collision', 'vehicles': ['Two-Wheeler', 'Special Vehicle', 'Car']}","{'time_of_day': 'morning', 'reason': 'Collision', 'vehicles': ['Two-Wheeler', 'Special Vehicle', 'Car']}",morning,Collision,"['Two-Wheeler', 'Special Vehicle', 'Car']"
180,104579998,"{'time_of_day': 'evening', 'reason': 'Collision', 'vehicles': ['Car', 'Special Vehicle']}","{'time_of_day': 'evening', 'reason': 'Collision', 'vehicles': ['Car', 'Special Vehicle']}",evening,Collision,"['Car', 'Special Vehicle']"
181,104097336,"{'time_of_day': 'NA', 'reason': 'Speed', 'vehicles': ['Car']}","{'time_of_day': 'NA', 'reason': 'Speed', 'vehicles': ['Car']}",NA,Speed,['Car']
182,107513921,"{'time_of_day': 'NA', 'reason': 'Visibility', 'vehicles': ['Special Vehicle', 'Two-Wheeler', 'Commercial Vehicle']}","{'time_of_day': 'NA', 'reason': 'Visibility', 'vehicles': ['Special Vehicle', 'Two-Wheeler', 'Commercial Vehicle']}",NA,Visibility,"['Special Vehicle', 'Two-Wheeler', 'Commercial Vehicle']"
183,103115871,"{'time_of_day': 'night', 'reason': 'Speed', 'vehicles': ['Car', 'Two-Wheeler']}","{'time_of_day': 'night', 'reason': 'Speed', 'vehicles': ['Car', 'Two-Wheeler']}",night,Speed,"['Car', 'Two-Wheeler']"
184,103158750,"{'time_of_day': 'night', 'reason': 'Speed', 'vehicles': ['Car', 'Two-Wheeler']}","{'time_of_day': 'night', 'reason': 'Speed', 'vehicles': ['Car', 'Two-Wheeler']}",night,Speed,"['Car', 'Two-Wheeler']"
185,106685141,"{'time_of_day': 'evening', 'reason': 'Speed', 'vehicles': ['Commercial Vehicle', 'Car', 'Two-Wheeler']}","{'time_of_day': 'evening', 'reason': 'Speed', 'vehicles': ['Commercial Vehicle', 'Car', 'Two-Wheeler']}",evening,Speed,"['Commercial Vehicle', 'Car', 'Two-Wheeler']"
186,106981126,"{'time_of_day': 'NA', 'reason': 'Visibility', 'vehicles': ['Car', 'Two-Wheeler']}","{'time_of_day': 'NA', 'reason': 'Visibility', 'vehicles': ['Car', 'Two-Wheeler']}",NA,Visibility,"['Car', 'Two-Wheeler']"
187,103297461,"{'time_of_day': 'NA', 'reason': 'Speed', 'vehicles': ['Car', 'Commercial Vehicle']}","{'time_of_day': 'NA', 'reason': 'Speed', 'vehicles': ['Car', 'Commercial Vehicle']}",NA,Speed,"['Car', 'Commercial Vehicle']"
188,107317953,"{'time_of_day': 'NA', 'reason': 'Speed', 'vehicles': ['Car']}","{'time_of_day': 'NA', 'reason': 'Speed', 'vehicles': ['Car']}",NA,Speed,['Car']
189,103374193,"{'time_of_day': 'NA', 'reason': 'Negligence', 'vehicles': ['Car', 'Two-Wheeler']}","{'time_of_day': 'NA', 'reason': 'Negligence', 'vehicles': ['Car', 'Two-Wheeler']}",NA,Negligence,"['Car', 'Two-Wheeler']"
190,107267049,"{'time_of_day': 'NA', 'reason': 'Negligence', 'vehicles': ['Car']}","{'time_of_day': 'NA', 'reason': 'Negligence', 'vehicles': ['Car']}",NA,Negligence,['Car']
191,107424000,"{'time_of_day': 'afternoon', 'reason': 'Negligence', 'vehicles': ['Car']}","{'time_of_day': 'afternoon', 'reason': 'Negligence', 'vehicles': ['Car']}",afternoon,Negligence,['Car']
192,104362618,"{'time_of_day': 'NA', 'reason': 'Collision', 'vehicles': ['Car']}","{'time_of_day': 'NA', 'reason': 'Collision', 'vehicles': ['Car']}",NA,Collision,['Car']
193,106881651,"{'time_of_day': 'afternoon', 'reason': 'Collision', 'vehicles': ['Two-Wheeler', 'Two-Wheeler', 'Two-Wheeler', 'Car', 'Commercial Vehicle']}","{'time_of_day': 'afternoon', 'reason': 'Collision', 'vehicles': ['Two-Wheeler', 'Two-Wheeler', 'Two-Wheeler', 'Car', 'Commercial Vehicle']}",afternoon,Collision,"['Two-Wheeler', 'Two-Wheeler', 'Two-Wheeler', 'Car', 'Commercial Vehicle']"
194,104332515,"{'time_of_day': 'morning', 'reason': 'External influences', 'vehicles': ['Car', 'Commercial Vehicle']}","{'time_of_day': 'morning', 'reason': 'External influences', 'vehicles': ['Car', 'Commercial Vehicle']}",morning,External influences,"['Car', 'Commercial Vehicle']"
195,103749121,"{'time_of_day': 'NA', 'reason': 'NA', 'vehicles': ['Car', 'Special Vehicle']}","{'time_of_day': 'NA', 'reason': 'NA', 'vehicles': ['Car', 'Special Vehicle']}",NA,NA,"['Car', 'Special Vehicle']"
196,106462990,"{'time_of_day': 'morning', 'reason': 'Collision', 'vehicles': ['Car', 'Commercial Vehicle']}","{'time_of_day': 'morning', 'reason': 'Collision', 'vehicles': ['Car', 'Commercial Vehicle']}",morning,Collision,"['Car', 'Commercial Vehicle']"
197,107214433,"{'time_of_day': 'NA', 'reason': 'Negligence', 'vehicles': ['Car']}","{'time_of_day': 'NA', 'reason': 'Negligence', 'vehicles': ['Car']}",NA,Negligence,['Car']
198,106848886,"{'time_of_day': 'NA', 'reason': 'NA', 'vehicles': ['Car', 'Two-Wheeler', 'Commercial Vehicle']}","{'time_of_day': 'NA', 'reason': 'NA', 'vehicles': ['Car', 'Two-Wheeler', 'Commercial Vehicle']}",NA,NA,"['Car', 'Two-Wheeler', 'Commercial Vehicle']"
199,107214338,"{'time_of_day': 'night', 'reason': 'Speed', 'vehicles': ['Special Vehicle', 'Car']}","{'time_of_day': 'night', 'reason': 'Speed', 'vehicles': ['Special Vehicle', 'Car']}",night,Speed,"['Special Vehicle', 'Car']"
200,107215223,"{'time_of_day': 'morning', 'reason': 'Visibility', 'vehicles': ['Car', 'Commercial Vehicle']}","{'time_of_day': 'morning', 'reason': 'Visibility', 'vehicles': ['Car', 'Commercial Vehicle']}",morning,Visibility,"['Car', 'Commercial Vehicle']"
201,107213369,"{'time_of_day': 'morning', 'reason': 'Collision', 'vehicles': ['Car', 'Commercial Vehicle']}","{'time_of_day': 'morning', 'reason': 'Collision', 'vehicles': ['Car', 'Commercial Vehicle']}",morning,Collision,"['Car', 'Commercial Vehicle']"
202,107245193,"{'time_of_day': 'night', 'reason': 'Visibility', 'vehicles': ['Car', 'Special Vehicle', 'Commercial Vehicle']}","{'time_of_day': 'night', 'reason': 'Visibility', 'vehicles': ['Car', 'Special Vehicle', 'Commercial Vehicle']}",night,Visibility,"['Car', 'Special Vehicle', 'Commercial Vehicle']"
203,102779747,"{'time_of_day': 'afternoon', 'reason': 'Negligence', 'vehicles': ['Car']}","{'time_of_day': 'afternoon', 'reason': 'Negligence', 'vehicles': ['Car']}",afternoon,Negligence,['Car']
204,107390322,"{'time_of_day': 'morning', 'reason': 'Collision', 'vehicles': ['Commercial Vehicle', 'Car', 'Car', 'Two-Wheeler', 'Special Vehicle']}","{'time_of_day': 'morning', 'reason': 'Collision', 'vehicles': ['Commercial Vehicle', 'Car', 'Car', 'Two-Wheeler', 'Special Vehicle']}",morning,Collision,"['Commercial Vehicle', 'Car', 'Car', 'Two-Wheeler', 'Special Vehicle']"
